Edrude_ind 		 Edrude_dhf
     -0.00011065       0.00001289
     -0.00044634      -0.00001636
     -0.00005551       0.00000396
     -0.00059155      -0.00001825
     -0.00034647      -0.00002214
     -0.00026788       0.00002621
     -0.00099623      -0.00007237
     -0.00035259      -0.00000142
     -0.00003352       0.00000141
     -0.00018857      -0.00003252
     -0.00007635       0.00000297
     -0.00008097      -0.00000198
     -0.00049589      -0.00008953
     -0.00003344       0.00000186
     -0.00005626       0.00000401
     -0.00010576      -0.00000397
     -0.00092858      -0.00006785
     -0.00017210       0.00000946
     -0.00064228      -0.00002297
     -0.00022057       0.00002325
     -0.00057004      -0.00009520
     -0.00032204      -0.00004944
     -0.00009262       0.00000780
     -0.00005539       0.00000282
     -0.00005260      -0.00000051
     -0.00030640      -0.00005682
     -0.00025834       0.00003955
     -0.00008405       0.00000745
     -0.00029610       0.00002070
     -0.00010382       0.00000565
     -0.00012988      -0.00000666
     -0.00023902       0.00002608
     -0.00018750      -0.00001927
     -0.00003037      -0.00000064
     -0.00032618       0.00003796
     -0.00030060       0.00003911
     -0.00042054      -0.00009693
     -0.00011664       0.00001149
     -0.00008768      -0.00000620
     -0.00005964       0.00000173
     -0.00047282      -0.00003984
     -0.00003879       0.00000279
     -0.00060599       0.00005941
     -0.00016294       0.00000144
     -0.00004902      -0.00000311
     -0.00005969       0.00000409
     -0.00055208       0.00008484
     -0.00007009       0.00000307
     -0.00024712      -0.00000149
     -0.00015509       0.00001832
     -0.00008021      -0.00000482
     -0.00046857      -0.00010787
     -0.00046181      -0.00008192
     -0.00017123       0.00000540
     -0.00023388       0.00002462
     -0.00049241      -0.00008443
     -0.00013200      -0.00001665
     -0.00033641       0.00003503
     -0.00009921      -0.00000492
     -0.00014390       0.00000279
     -0.00009347      -0.00000490
     -0.00019840       0.00001307
     -0.00005251      -0.00000424
     -0.00004272       0.00000244
     -0.00026790       0.00002213
     -0.00009344      -0.00000697
     -0.00015836       0.00000681
     -0.00006878      -0.00000594
     -0.00028747      -0.00001223
     -0.00007394       0.00000248
     -0.00048666      -0.00003307
     -0.00010448      -0.00000717
     -0.00016381      -0.00001853
     -0.00011514      -0.00001623
     -0.00006709       0.00000874
     -0.00003471      -0.00000230
     -0.00008447      -0.00000574
     -0.00019658      -0.00003042
     -0.00012549      -0.00001685
     -0.00005168       0.00000255
     -0.00006735       0.00000554
     -0.00023282      -0.00004624
     -0.00008294       0.00000459
     -0.00035342       0.00002038
     -0.00028292       0.00004557
     -0.00031792       0.00003648
     -0.00006328      -0.00000064
     -0.00010419      -0.00000089
     -0.00072862      -0.00007225
     -0.00082140       0.00000841
     -0.00011024      -0.00001281
     -0.00057662      -0.00013261
     -0.00006161      -0.00000210
     -0.00005367       0.00000004
     -0.00029724      -0.00000142
     -0.00005124       0.00000346
     -0.00017601       0.00002005
     -0.00010455      -0.00000260
     -0.00006452       0.00000457
     -0.00009160       0.00000361
     -0.00007298       0.00000456
     -0.00003772      -0.00000256
     -0.00034066       0.00003987
     -0.00031977      -0.00008421
     -0.00011366      -0.00000697
     -0.00003799       0.00000219
     -0.00008414       0.00000094
     -0.00007842       0.00000878
     -0.00010477       0.00001094
     -0.00008071       0.00000402
     -0.00004608       0.00000375
     -0.00054301      -0.00011628
     -0.00016265      -0.00001959
     -0.00005890       0.00000375
     -0.00007635      -0.00000596
     -0.00006269      -0.00000579
     -0.00038956      -0.00008551
     -0.00051260      -0.00010631
     -0.00003411       0.00000150
     -0.00025421       0.00000960
     -0.00004812      -0.00000317
     -0.00010546      -0.00000325
     -0.00007084      -0.00000682
     -0.00014111       0.00001300
     -0.00005360      -0.00000123
     -0.00006498       0.00000360
     -0.00005799       0.00000281
     -0.00011235       0.00000977
     -0.00012259       0.00001060
     -0.00009695      -0.00001149
     -0.00013932       0.00001594
     -0.00039534      -0.00007786
     -0.00023883       0.00002856
     -0.00022870      -0.00004760
     -0.00031202       0.00003626
     -0.00009598      -0.00001141
     -0.00004088      -0.00000306
     -0.00004736      -0.00000181
     -0.00029207      -0.00005551
     -0.00005238       0.00000423
     -0.00008713       0.00000006
     -0.00083244      -0.00006094
     -0.00027886      -0.00005555
     -0.00005382      -0.00000186
     -0.00009310      -0.00001033
     -0.00008774       0.00000292
     -0.00062418       0.00006795
     -0.00021796      -0.00002994
     -0.00037768       0.00002124
     -0.00007492      -0.00000381
     -0.00005599      -0.00000486
     -0.00063625       0.00009103
     -0.00006565      -0.00000573
     -0.00005572      -0.00000201
     -0.00029629       0.00002964
     -0.00043002      -0.00010728
     -0.00012831       0.00000565
     -0.00032825       0.00002342
     -0.00055138      -0.00010907
     -0.00063544      -0.00015098
     -0.00023359      -0.00005649
     -0.00008851      -0.00000358
     -0.00004913      -0.00000008
     -0.00008970      -0.00000276
     -0.00005972      -0.00000478
     -0.00010419       0.00000917
     -0.00057143       0.00008557
     -0.00016089      -0.00001516
     -0.00034449       0.00002413
     -0.00016237      -0.00000068
     -0.00020980       0.00002264
     -0.00017255      -0.00001244
     -0.00012695      -0.00001619
     -0.00017784       0.00002330
     -0.00020328       0.00001760
     -0.00010532       0.00000935
     -0.00007318      -0.00000165
     -0.00029188      -0.00003199
     -0.00030167       0.00003208
     -0.00003920       0.00000223
     -0.00006221      -0.00000145
     -0.00047616      -0.00006864
     -0.00005871      -0.00000479
     -0.00029663       0.00003295
     -0.00009643       0.00000786
     -0.00017810       0.00002142
     -0.00038816      -0.00009853
     -0.00070138      -0.00004768
     -0.00017084      -0.00002085
     -0.00009158      -0.00000941
     -0.00004751      -0.00000211
     -0.00008354      -0.00000800
     -0.00006832       0.00000202
     -0.00029783      -0.00002721
     -0.00029926       0.00003539
     -0.00009320       0.00000704
     -0.00009745       0.00000119
     -0.00047861      -0.00009751
     -0.00040620       0.00002827
     -0.00037821       0.00002534
     -0.00056867      -0.00004287
     -0.00015179      -0.00001299
     -0.00034493      -0.00007313
     -0.00005367       0.00000332
     -0.00029815       0.00004824
     -0.00004808      -0.00000257
     -0.00011392      -0.00001397
     -0.00011689       0.00000432
     -0.00006565      -0.00000611
     -0.00010814       0.00000863
     -0.00013638      -0.00002122
     -0.00006584      -0.00000271
     -0.00010740       0.00001592
     -0.00004688       0.00000121
     -0.00005233      -0.00000042
     -0.00013187      -0.00001624
     -0.00008434       0.00000549
     -0.00039194       0.00003584
     -0.00017785      -0.00002643
     -0.00034219      -0.00002579
     -0.00005465       0.00000182
     -0.00036058       0.00002369
     -0.00020332      -0.00001950
     -0.00007900      -0.00000667
     -0.00020275       0.00002525
     -0.00005831      -0.00000481
     -0.00004884      -0.00000186
     -0.00009935      -0.00000575
     -0.00009439      -0.00001159
     -0.00012432      -0.00000491
     -0.00020773       0.00002533
     -0.00006273       0.00000345
     -0.00028446       0.00000602
     -0.00025666       0.00002112
     -0.00022142      -0.00000016
     -0.00028431      -0.00003279
     -0.00011625      -0.00001638
     -0.00038839       0.00004987
     -0.00042948       0.00006499
     -0.00022779      -0.00003747
     -0.00029931      -0.00002627
     -0.00007434      -0.00000285
     -0.00028569       0.00003308
     -0.00023544       0.00002386
     -0.00021284      -0.00004336
     -0.00004583       0.00000336
     -0.00023688      -0.00003598
     -0.00017282       0.00001574
     -0.00007867       0.00000768
     -0.00005578      -0.00000487
     -0.00021840       0.00001348
     -0.00004109       0.00000130
     -0.00052199       0.00003856
     -0.00004848       0.00000325
     -0.00014889       0.00000521
     -0.00012212       0.00001003
     -0.00053231       0.00008207
     -0.00014499       0.00001237
     -0.00012969      -0.00001130
     -0.00010473      -0.00000470
     -0.00003624       0.00000206
     -0.00008314       0.00000566
     -0.00039066      -0.00010300
     -0.00030512      -0.00005353
     -0.00009601      -0.00000860
     -0.00010431       0.00000918
     -0.00020390       0.00002634
     -0.00035296       0.00004920
     -0.00008967      -0.00000762
     -0.00004368       0.00000226
     -0.00017557      -0.00000063
     -0.00007058       0.00000513
     -0.00029540       0.00003642
     -0.00023483       0.00001578
     -0.00019220       0.00000340
     -0.00006031      -0.00000492
     -0.00008261       0.00000204
     -0.00010360      -0.00000152
     -0.00006045      -0.00000545
     -0.00030974       0.00000131
     -0.00009755      -0.00001126
     -0.00006071      -0.00000158
     -0.00033627      -0.00004529
     -0.00018277       0.00002205
     -0.00012467       0.00000093
     -0.00007054       0.00000468
     -0.00087046       0.00013596
     -0.00045129       0.00007129
     -0.00004992       0.00000261
     -0.00005355       0.00000244
     -0.00028934       0.00000114
     -0.00007384       0.00000592
     -0.00013457       0.00001678
     -0.00017008      -0.00003056
     -0.00015785       0.00000501
     -0.00011497      -0.00001320
     -0.00003916      -0.00000204
